DATE,PREC,RUNOFF,DEFICIT_35,DEFICIT_70,DEFICIT_90
2018-06-07,8.9,0.0,27.06,72.36,102.0
2018-06-08,27.1,0.0,6.466,48.11,78.13
2018-06-09,0.0,0.0,15.51,51.95,82.54
2018-06-10,0.0,0.0,20.26,56.05,87.23
2018-06-11,0.6,0.0,23.33,59.76,91.51
2018-06-12,0.3,0.0,25.96,63.29,95.44
2018-06-13,4.0,0.0,24.31,62.46,94.84
2018-06-14,24.4,0.0,6.226,41.49,74.08
2018-06-15,0.0,0.0,13.99,45.09,77.89
2018-06-16,0.0,0.0,18.38,49.34,82.42
2018-06-17,0.0,0.0,21.89,53.92,87.19
2018-06-18,0.0,0.0,24.76,58.24,91.58
2018-06-19,0.0,0.0,27.55,62.85,96.27
2018-06-20,0.0,0.0,30.19,67.42,101.0
2018-06-21,0.0,0.0,32.96,72.33,106.1
2018-06-22,0.0,0.0,34.84,75.77,109.6
2018-06-23,0.0,0.0,36.74,79.27,113.2
2018-06-24,0.0,0.0,38.98,83.36,117.5
2018-06-25,4.9,0.0,35.84,81.69,116.0
2018-06-26,0.0,0.0,38.02,85.4,119.9
2018-06-27,0.1,0.0,40.47,89.43,124.2
2018-06-28,0.0,0.0,43.05,93.62,128.7
2018-06-29,0.0,0.0,45.77,98.07,133.4
2018-06-30,0.0,0.0,48.76,103.0,138.8
2018-07-01,0.0,0.0,50.68,106.2,142.2
2018-07-02,0.0,0.0,52.57,109.4,145.7
2018-07-03,0.0,0.0,54.26,112.3,148.8
2018-07-04,0.0,0.0,55.96,115.2,152.1
2018-07-05,16.3,0.0,42.02,102.4,139.5
2018-07-06,2.5,0.0,41.77,103.0,140.3
2018-07-07,0.0,0.0,44.85,106.9,144.5
2018-07-08,0.0,0.0,47.79,110.6,148.3
2018-07-09,0.0,0.0,50.12,113.5,151.6
2018-07-10,0.0,0.0,52.25,116.4,154.6
2018-07-11,0.9,0.0,52.7,117.2,155.5
2018-07-12,0.1,0.0,54.5,119.7,158.2
2018-07-13,0.0,0.0,56.28,122.2,160.9
2018-07-14,2.8,0.0,55.3,121.9,160.8
2018-07-15,8.5,0.0,48.98,116.2,155.3
2018-07-16,10.2,0.0,41.44,109.4,148.6
2018-07-17,0.0,0.0,44.34,112.8,152.2
2018-07-18,0.0,0.0,47.56,116.5,156.0
2018-07-19,0.0,0.0,50.27,119.5,159.2
2018-07-20,0.0,0.0,52.74,122.3,162.2
2018-07-21,0.4,0.0,54.18,124.0,164.0
2018-07-22,0.0,0.0,55.91,126.1,166.1
2018-07-23,4.2,0.0,53.64,124.2,164.4
2018-07-24,0.0,0.0,55.76,126.7,167.0
2018-07-25,0.0,0.0,57.6,129.0,169.4
2018-07-26,0.0,0.0,59.23,131.0,171.5
2018-07-27,0.0,0.0,60.85,133.1,173.7
2018-07-28,11.5,0.0,51.66,124.3,165.0
2018-07-29,0.0,0.0,53.79,126.8,167.6
2018-07-30,0.0,0.0,55.82,129.2,170.0
2018-07-31,0.0,0.0,57.9,131.6,172.6
2018-08-01,0.0,0.0,59.81,133.9,174.9
2018-08-02,0.0,0.0,61.13,135.4,176.5
2018-08-03,0.0,0.0,62.36,136.9,178.0
2018-08-04,0.0,0.0,63.5,138.3,179.5
2018-08-05,0.0,0.0,64.49,139.6,180.8
2018-08-06,0.0,0.0,65.13,140.5,181.8
2018-08-07,0.0,0.0,65.7,141.3,182.7
2018-08-08,0.0,0.0,66.21,142.1,183.5
2018-08-09,0.0,0.0,66.7,142.8,184.3
2018-08-10,0.0,0.0,67.13,143.5,185.0
2018-08-11,0.0,0.0,67.54,144.1,185.7
2018-08-12,0.0,0.0,67.9,144.7,186.3
2018-08-13,0.0,0.0,68.28,145.2,186.9
2018-08-14,17.7,0.0,52.31,129.4,171.1
2018-08-15,1.7,0.0,52.49,129.8,171.5
2018-08-16,0.0,0.0,54.49,131.9,173.7
2018-08-17,0.0,0.0,56.56,134.2,176.0
2018-08-18,0.3,0.0,58.14,135.9,177.7
2018-08-19,0.0,0.0,59.82,137.7,179.5
2018-08-20,0.0,0.0,61.42,139.4,181.2
2018-08-21,0.3,0.0,62.5,140.5,182.4
2018-08-22,0.0,0.0,63.74,141.9,183.8
2018-08-23,0.0,0.0,64.69,142.9,184.9
2018-08-24,1.9,0.0,63.98,142.3,184.3
2018-08-25,16.5,0.0,49.27,127.6,169.6
2018-08-26,8.0,0.0,42.72,121.1,163.1
2018-08-27,0.0,0.0,44.99,123.4,165.4
2018-08-28,0.0,0.0,47.71,126.0,168.1
2018-08-29,0.0,0.0,50.32,128.4,170.5
2018-08-30,0.0,0.0,52.62,130.4,172.5
2018-08-31,0.0,0.0,54.72,132.3,174.4
2018-09-01,1.8,0.0,54.28,131.7,173.8
2018-09-02,5.6,0.0,50.27,127.5,169.6
2018-09-03,7.5,0.0,44.67,121.8,164.0
2018-09-04,0.0,0.0,46.95,124.0,166.2
2018-09-05,0.0,0.0,49.27,126.2,168.4
2018-09-06,0.1,0.0,51.33,128.1,170.3
2018-09-07,0.3,0.0,52.83,129.4,171.6
2018-09-08,0.0,0.0,54.62,131.0,173.2
2018-09-09,0.0,0.0,56.39,132.7,174.9
2018-09-10,0.0,0.0,58.01,134.3,176.5
2018-09-11,0.0,0.0,59.41,135.6,177.9
2018-09-12,0.0,0.0,60.63,136.9,179.1
2018-09-13,0.0,0.0,61.43,137.6,179.9
2018-09-14,0.0,0.0,62.28,138.5,180.8
2018-09-15,0.0,0.0,62.88,139.1,181.4
2018-09-16,0.0,0.0,63.37,139.6,181.9
2018-09-17,0.4,0.0,63.55,139.9,182.2
2018-09-18,0.0,0.0,64.1,140.4,182.8
2018-09-19,0.0,0.0,64.58,141.0,183.3
2018-09-20,0.0,0.0,64.95,141.4,183.7
2018-09-21,0.0,0.0,65.31,141.9,184.2
2018-09-22,0.0,0.0,65.65,142.3,184.6
2018-09-23,0.0,0.0,65.97,142.7,185.0
2018-09-24,0.0,0.0,66.25,143.0,185.4
2018-09-25,0.0,0.0,66.5,143.3,185.7
2018-09-26,0.0,0.0,66.73,143.6,185.9
2018-09-27,0.0,0.0,66.99,143.9,186.3
2018-09-28,0.0,0.0,67.24,144.2,186.6
2018-09-29,0.0,0.0,67.47,144.5,186.9
2018-09-30,0.0,0.0,67.68,144.8,187.2
2018-10-01,6.9,0.0,61.31,138.5,180.9
2018-10-02,4.2,0.0,57.93,135.1,177.5
2018-10-03,0.0,0.0,58.88,136.1,178.5
2018-10-04,0.0,0.0,59.84,137.2,179.6
2018-10-05,0.1,0.0,60.57,137.9,180.4
2018-10-06,4.9,0.0,56.15,133.5,176.0
2018-10-07,0.1,0.0,56.92,134.4,176.8
2018-10-08,0.0,0.0,57.85,135.3,177.7
2018-10-09,0.0,0.0,58.72,136.2,178.6
2018-10-10,0.0,0.0,59.59,137.1,179.5
2018-10-11,0.1,0.0,60.08,137.6,180.0
2018-10-12,0.0,0.0,60.82,138.3,180.8
2018-10-13,0.0,0.0,61.54,139.0,181.5
2018-10-14,0.0,0.0,62.26,139.8,182.2
2018-10-15,0.0,0.0,62.86,140.4,182.8
2018-10-16,1.8,0.0,61.37,138.8,181.3
2018-10-17,0.3,0.0,61.45,138.9,181.3
2018-10-18,0.0,0.0,62.05,139.5,181.9
2018-10-19,0.0,0.0,62.68,140.1,182.5
2018-10-20,0.0,0.0,63.27,140.7,183.1
2018-10-21,3.0,0.0,60.89,138.3,180.8
2018-10-22,0.0,0.0,61.45,138.9,181.3
2018-10-23,0.0,0.0,62.03,139.4,181.9
2018-10-24,0.0,0.0,62.84,140.3,182.7
2018-10-25,0.0,0.0,63.4,140.8,183.3
2018-10-26,0.0,0.0,63.81,141.3,183.7
2018-10-27,0.1,0.0,64.18,141.6,184.1
2018-10-28,0.8,0.0,63.77,141.2,183.7
2018-10-29,33.8,0.0,30.77,108.2,150.7
2018-10-30,6.2,0.0,25.8,102.8,145.3
2018-10-31,0.1,0.0,29.29,103.6,146.1
2018-11-01,11.2,0.0,21.37,93.17,135.7
2018-11-02,6.0,0.0,19.44,87.49,130.0
2018-11-03,0.6,0.0,23.06,87.38,129.9
2018-11-04,7.3,0.0,19.16,80.58,123.1
2018-11-05,0.3,0.0,22.65,81.07,123.6
2018-11-06,4.8,0.0,20.86,77.08,119.6
2018-11-07,0.1,0.0,23.61,77.72,120.2
2018-11-08,0.0,0.0,26.08,78.81,121.3
2018-11-09,0.0,0.0,27.83,79.62,122.1
2018-11-10,0.0,0.0,29.1,80.19,122.7
2018-11-11,0.0,0.0,30.39,80.98,123.5
2018-11-12,0.0,0.0,31.5,81.7,124.2
2018-11-13,0.0,0.0,32.73,82.68,125.2
2018-11-14,0.1,0.0,33.46,83.16,125.7
2018-11-15,0.1,0.0,34.08,83.58,126.1
2018-11-16,0.0,0.0,34.81,84.14,126.6
2018-11-17,0.0,0.0,35.49,84.7,127.2
2018-11-18,0.0,0.0,36.09,85.18,127.6
2018-11-19,12.5,0.0,24.17,73.08,115.5
2018-11-20,11.8,0.0,14.86,61.73,104.1
2018-11-21,0.0,0.0,19.19,62.32,104.6
2018-11-22,0.0,0.0,21.84,62.97,105.2
2018-11-23,12.6,0.0,11.85,50.89,93.0
2018-11-24,8.6,0.0,8.813,43.08,85.04
2018-11-25,2.2,0.0,11.19,41.36,83.13
2018-11-26,0.2,0.0,14.09,42.1,83.55
2018-11-27,1.2,0.0,14.99,41.98,82.85
2018-11-28,0.0,0.0,16.84,43.45,83.44
2018-11-29,0.0,0.0,18.26,44.98,83.96
2018-11-30,0.0,0.0,19.36,46.42,84.36
2018-12-01,0.0,0.0,20.33,47.83,84.75
2018-12-02,0.0,0.0,21.24,49.21,85.17
2018-12-03,0.0,0.0,22.13,50.59,85.66
2018-12-04,0.0,0.0,23.05,52.01,86.28
2018-12-05,0.0,0.0,23.86,53.31,86.85
2018-12-06,1.7,0.0,22.8,52.61,85.48
2018-12-07,0.1,0.0,23.61,53.59,85.86
2018-12-08,1.4,0.0,23.23,53.39,85.11
2018-12-09,0.0,0.0,24.26,54.53,85.74
2018-12-10,0.0,0.0,25.11,55.55,86.29
2018-12-11,0.0,0.0,25.86,56.58,86.86
2018-12-12,0.0,0.0,26.48,57.49,87.34
2018-12-13,1.8,0.0,25.12,56.36,85.79
2018-12-14,0.1,0.0,25.66,56.96,85.99
2018-12-15,0.0,0.0,26.33,57.7,86.37
2018-12-16,0.4,0.0,26.47,57.98,86.29
2018-12-17,9.6,0.0,17.75,49.03,77.0
2018-12-18,2.9,0.0,17.33,46.89,74.54
2018-12-19,0.6,0.0,18.84,46.97,74.28
2018-12-20,3.8,0.0,16.69,43.85,70.77
2018-12-21,0.1,0.0,18.43,44.58,71.06
2018-12-22,0.0,0.0,19.73,45.48,71.47
2018-12-23,0.0,0.0,20.63,46.33,71.78
2018-12-24,0.2,0.0,21.35,47.19,72.12
2018-12-25,0.1,0.0,22.02,48.07,72.49
2018-12-26,0.1,0.0,22.6,48.89,72.83
2018-12-27,0.1,0.0,23.14,49.7,73.19
2018-12-28,0.1,0.0,23.7,50.54,73.63
2018-12-29,0.0,0.0,24.31,51.47,74.17
2018-12-30,0.1,0.0,24.83,52.33,74.68
2018-12-31,0.0,0.0,25.41,53.25,75.28
2019-01-01,0.0,0.0,25.83,53.99,75.7
2019-01-02,0.1,0.0,26.15,54.63,76.04
2019-01-03,0.0,0.0,26.56,55.36,76.49
2019-01-04,0.0,0.0,26.98,56.09,76.96
2019-01-05,0.0,0.0,27.34,56.74,77.37
2019-01-06,0.0,0.0,27.88,57.62,78.05
2019-01-07,0.0,0.0,28.27,58.34,78.55
2019-01-08,0.0,0.0,28.54,58.9,78.91
2019-01-09,0.0,0.0,28.95,59.63,79.45
2019-01-10,0.0,0.0,29.3,60.3,79.95
2019-01-11,0.0,0.0,29.65,60.95,80.44
2019-01-12,0.0,0.0,30.04,61.66,81.0
2019-01-13,0.0,0.0,30.5,62.44,81.65
2019-01-14,0.0,0.0,31.04,63.33,82.44
2019-01-15,0.0,0.0,31.48,64.12,83.14
2019-01-16,0.0,0.0,31.91,64.9,83.82
2019-01-17,0.0,0.0,32.38,65.73,84.58
2019-01-18,2.1,0.0,30.46,64.09,82.84
2019-01-19,5.4,0.0,25.43,59.1,77.75
2019-01-20,0.0,0.0,26.35,59.49,78.05
2019-01-21,0.3,0.0,26.88,59.53,78.0
2019-01-22,3.0,0.0,24.62,56.92,75.29
2019-01-23,1.6,0.0,23.97,55.7,73.96
2019-01-24,7.6,0.0,17.77,48.58,66.73
2019-01-25,0.4,0.0,19.69,48.78,66.81
2019-01-26,0.2,0.0,21.25,49.39,67.29
2019-01-27,2.3,0.0,20.18,47.78,65.46
2019-01-28,4.9,0.0,16.8,43.58,61.0
2019-01-29,0.2,0.0,18.68,44.3,61.46
2019-01-30,3.2,0.0,17.03,41.92,58.76
2019-01-31,7.9,0.0,11.54,34.9,51.39
2019-02-01,4.1,0.0,10.82,31.6,47.68
2019-02-02,15.3,0.0,1.247,17.39,32.92
2019-02-03,0.7,0.0,6.16,18.25,32.86
2019-02-04,3.5,0.0,5.946,16.9,30.08
2019-02-05,0.2,0.0,8.418,18.94,30.7
2019-02-06,0.0,0.0,10.15,21.07,31.56
2019-02-07,0.0,0.0,11.48,23.02,32.47
2019-02-08,0.0,0.0,12.56,24.74,33.38
2019-02-09,0.0,0.0,13.56,26.39,34.39
2019-02-10,0.0,0.0,14.47,27.93,35.45
2019-02-11,0.0,0.0,15.19,29.26,36.4
2019-02-12,0.0,0.0,16.01,30.67,37.57
2019-02-13,0.0,0.0,16.72,31.94,38.7
2019-02-14,0.0,0.0,17.43,33.21,39.91
2019-02-15,0.0,0.0,18.1,34.43,41.12
2019-02-16,0.0,0.0,18.77,35.65,42.41
2019-02-17,0.0,0.0,19.45,36.9,43.76
2019-02-18,0.0,0.0,20.07,38.08,45.08
2019-02-19,0.0,0.0,20.58,39.12,46.27
2019-02-20,0.0,0.0,21.06,40.12,47.44
2019-02-21,0.0,0.0,21.62,41.2,48.72
2019-02-22,0.0,0.0,22.31,42.46,50.22
2019-02-23,0.0,0.0,22.62,43.26,51.21
2019-02-24,0.0,0.0,22.98,44.09,52.23
2019-02-25,0.0,0.0,23.63,45.27,53.67
2019-02-26,0.0,0.0,24.43,46.68,55.38
2019-02-27,0.0,0.0,25.27,48.19,57.22
2019-02-28,0.0,0.0,25.91,49.5,58.83
2019-03-01,0.0,0.0,26.24,50.38,59.95
2019-03-02,0.0,0.0,26.9,51.69,61.58
2019-03-03,0.0,0.0,27.62,53.09,63.32
2019-03-04,0.0,0.0,28.18,54.29,64.84
2019-03-05,0.0,0.0,28.66,55.38,66.24
2019-03-06,0.0,0.0,29.15,56.47,67.64
2019-03-07,0.0,0.0,29.67,57.62,69.11
2019-03-08,0.0,0.0,30.33,58.96,70.83
2019-03-09,0.0,0.0,31.03,60.39,72.65
2019-03-10,0.0,0.0,31.57,61.59,74.19
2019-03-11,0.0,0.0,32.33,63.12,76.15
2019-03-12,0.0,0.0,32.9,64.36,77.75
2019-03-13,0.1,0.0,33.24,65.29,79.0
2019-03-14,0.0,0.0,33.94,66.72,80.83
2019-03-15,0.0,0.0,34.8,68.4,82.97
2019-03-16,0.0,0.0,35.71,70.18,85.24
2019-03-17,0.0,0.0,36.5,71.78,87.29
2019-03-18,2.5,0.0,34.49,70.4,86.24
2019-03-19,0.1,0.0,34.83,71.17,87.28
2019-03-20,0.0,0.0,35.53,72.33,88.76
2019-03-21,0.0,0.0,36.33,73.67,90.48
2019-03-22,0.0,0.0,37.23,75.23,92.49
2019-03-23,0.0,0.0,38.26,77.06,94.8
2019-03-24,0.0,0.0,39.41,79.13,97.43
2019-03-25,6.5,0.0,34.13,74.83,93.71
2019-03-26,6.7,0.0,28.34,69.39,88.62
2019-03-27,0.0,0.0,29.97,70.7,90.28
2019-03-28,0.0,0.0,31.67,72.12,92.07
2019-03-29,0.0,0.0,33.19,73.71,94.07
2019-03-30,0.0,0.0,34.67,75.57,96.41
2019-03-31,0.0,0.0,36.11,77.6,98.94
2019-04-01,0.0,0.0,37.44,79.63,101.5
2019-04-02,0.0,0.0,38.62,81.51,103.8
2019-04-03,0.1,0.0,39.37,82.8,105.4
2019-04-04,15.3,0.0,25.29,69.48,92.54
2019-04-05,0.4,0.0,27.04,70.59,94.0
2019-04-06,0.0,0.0,29.34,72.15,95.9
2019-04-07,0.2,0.0,31.04,73.6,97.74
2019-04-08,0.0,0.0,32.67,75.33,99.86
2019-04-09,0.3,0.0,33.89,76.9,101.8
2019-04-10,3.3,0.0,32.03,75.52,100.9
2019-04-11,12.7,0.0,20.79,64.21,89.85
2019-04-12,2.8,0.0,21.18,62.79,88.7
2019-04-13,1.0,0.0,23.08,63.07,89.2
2019-04-14,2.2,0.0,23.14,62.1,88.43
2019-04-15,0.0,0.0,25.48,63.97,90.64
2019-04-16,0.0,0.0,27.63,66.25,93.32
2019-04-17,0.0,0.0,29.54,68.68,96.14
2019-04-18,0.0,0.0,31.24,71.09,98.89
2019-04-19,0.0,0.0,32.88,73.59,101.7
2019-04-20,0.0,0.0,34.54,76.29,104.8
2019-04-21,0.0,0.0,36.07,78.88,107.7
2019-04-22,5.1,0.0,32.02,75.55,104.6
2019-04-23,9.0,0.0,24.31,68.13,97.29
2019-04-24,0.0,0.0,26.92,70.19,99.59
2019-04-25,0.0,0.0,29.56,72.75,102.5
2019-04-26,0.0,0.0,31.74,75.28,105.3
2019-04-27,0.0,0.0,33.78,78.04,108.5
2019-04-28,9.5,0.0,25.71,70.36,101.0
2019-04-29,7.3,0.0,20.55,64.32,95.02
2019-04-30,0.0,0.0,24.35,66.96,97.99
2019-05-01,0.0,0.0,27.35,69.7,101.0
2019-05-02,0.0,0.0,29.91,72.69,104.4
2019-05-03,2.3,0.0,29.56,72.84,104.8
2019-05-04,1.4,0.0,30.0,73.66,105.8
2019-05-05,65.9,0.0,-8.254,10.22,42.53
2019-05-06,5.0,0.0,-1.319,8.246,40.54
2019-05-07,0.0,0.0,4.431,14.12,43.93
2019-05-08,2.0,0.0,6.227,17.52,44.55
2019-05-09,9.5,0.0,2.614,13.14,38.18
2019-05-10,0.0,0.0,7.477,18.29,41.66
2019-05-11,1.7,0.0,9.103,21.43,43.38
2019-05-12,49.5,0.0,-12.51,-23.83,-4.283
2019-05-13,5.3,0.0,-7.275,-17.36,-7.164
2019-05-14,0.0,0.0,-2.587,-9.284,-4.196
2019-05-15,3.6,0.0,-2.273,-7.429,-5.44
2019-05-16,0.0,0.0,0.9778,-1.923,-2.111
2019-05-17,4.7,0.0,-0.01552,-2.205,-3.518
2019-05-18,41.4,0.0,-14.71,-34.65,-42.68
2019-05-19,8.3,0.0,-14.32,-34.42,-46.29
2019-05-20,2.8,0.0,-11.65,-31.28,-43.15
2019-05-21,2.0,0.0,-9.044,-27.22,-39.09
2019-05-22,5.2,0.0,-8.906,-26.58,-38.44
2019-05-23,0.8,0.0,-6.348,-21.26,-33.04
2019-05-24,0.8,0.0,-4.469,-16.9,-27.61
2019-05-25,0.0,0.0,-2.421,-12.35,-21.79
2019-05-26,25.1,0.0,-12.58,-31.86,-43.15
2019-05-27,17.2,0.12,-19.54,-39.65,-51.52
2019-05-28,6.5,0.332,-19.54,-39.65,-51.52
2019-05-29,8.2,1.68,-19.54,-39.65,-51.52
2019-05-30,0.0,0.0,-16.83,-36.93,-48.8
2019-05-31,0.0,0.0,-11.04,-30.57,-42.44
2019-06-01,0.0,0.0,-7.243,-24.0,-35.87
2019-06-02,0.0,0.0,-4.503,-17.65,-28.9
2019-06-03,0.0,0.0,-2.302,-12.47,-22.2
2019-06-04,0.0,0.0,-0.357,-7.85,-16.03
2019-06-05,0.0,0.0,1.573,-3.433,-10.05
2019-06-06,0.0,0.0,3.126,0.2663,-4.985
2019-06-07,0.0,0.0,4.829,4.099,0.166
2019-06-08,0.0,0.0,6.575,7.991,5.304
2019-06-09,0.0,0.0,8.251,11.74,10.23
2019-06-10,0.0,0.0,9.809,15.24,14.82
2019-06-11,0.0,0.0,11.46,18.85,19.53
2019-06-12,0.0,0.0,13.2,22.59,24.39
2019-06-13,0.0,0.0,15.05,26.52,29.47
2019-06-14,0.0,0.0,16.68,30.08,34.08
2019-06-15,0.0,0.0,18.44,33.8,38.88
2019-06-16,0.0,0.0,20.2,37.52,43.66
2019-06-17,0.0,0.0,21.88,41.08,48.24
2019-06-18,0.0,0.0,23.79,45.0,53.25
2019-06-19,0.0,0.0,25.79,49.04,58.42
2019-06-20,0.0,0.0,27.71,52.96,63.41
2019-06-21,0.0,0.0,29.71,56.97,68.5
2019-06-22,27.2,0.0,6.948,32.94,45.32
2019-06-23,0.0,0.0,14.3,36.72,50.06
2019-06-24,0.0,0.0,18.1,40.79,54.88
2019-06-25,0.0,0.0,21.07,45.1,59.82
2019-06-26,0.0,0.0,23.78,49.57,64.95
2019-06-27,0.0,0.0,26.66,54.6,70.84
2019-06-28,0.0,0.0,28.85,58.62,75.55
2019-06-29,0.0,0.0,30.75,62.2,79.74
2019-06-30,0.0,0.0,33.16,66.63,85.03
2019-07-01,0.0,0.0,35.64,71.17,90.51
2019-07-02,0.0,0.0,37.89,75.33,95.53
2019-07-03,3.2,0.0,36.96,76.3,97.39
2019-07-04,0.0,0.0,39.12,80.12,102.0
2019-07-05,0.0,0.0,41.6,84.36,107.2
2019-07-06,0.0,0.0,43.92,88.32,112.0
2019-07-07,0.0,0.0,45.96,91.85,116.3
2019-07-08,3.9,0.0,44.28,91.78,117.1
2019-07-09,5.9,0.0,40.37,89.3,115.3
2019-07-10,21.8,0.0,20.44,70.25,96.87
2019-07-11,1.7,0.0,24.09,71.99,99.3
2019-07-12,0.1,0.0,28.67,75.68,103.7
2019-07-13,0.0,0.0,32.21,79.24,107.9
2019-07-14,0.1,0.0,35.1,82.69,112.0
2019-07-15,9.8,0.0,27.09,74.9,104.5
2019-07-16,0.0,0.0,30.56,78.49,108.6
2019-07-17,0.0,0.0,34.19,82.61,113.4
2019-07-18,0.3,0.0,36.27,85.1,116.2
2019-07-19,0.0,0.0,39.29,89.19,120.8
2019-07-20,0.0,0.0,42.35,93.54,125.7
2019-07-21,0.0,0.0,45.41,98.03,130.7
2019-07-22,0.0,0.0,48.16,102.2,135.3
2019-07-23,0.0,0.0,50.77,106.3,139.8
2019-07-24,0.0,0.0,53.13,109.9,143.9
2019-07-25,0.0,0.0,55.24,113.2,147.6
2019-07-26,0.0,0.0,57.07,116.2,151.0
2019-07-27,3.6,0.0,55.17,115.3,150.4
2019-07-28,3.8,0.0,52.42,113.1,148.3
2019-07-29,0.0,0.0,54.28,115.8,151.3
2019-07-30,0.0,0.0,56.22,118.6,154.5
2019-07-31,0.0,0.0,57.82,121.0,157.1
2019-08-01,0.0,0.0,59.38,123.3,159.6
2019-08-02,1.5,0.0,59.35,124.0,160.6
2019-08-03,0.0,0.0,60.7,126.0,162.8
2019-08-04,0.0,0.0,61.87,127.7,164.8
2019-08-05,0.0,0.0,62.94,129.4,166.7
2019-08-06,0.0,0.0,63.69,130.8,168.2
2019-08-07,0.0,0.0,64.26,131.9,169.6
2019-08-08,0.0,0.0,64.75,132.9,170.7
2019-08-09,0.0,0.0,65.22,133.9,171.9
2019-08-10,0.0,0.0,65.71,134.9,173.1
2019-08-11,0.0,0.0,66.15,135.9,174.2
2019-08-12,0.1,0.0,66.55,136.7,175.2
2019-08-13,3.7,0.0,63.97,134.6,173.2
2019-08-14,0.2,0.0,64.67,135.6,174.3
2019-08-15,0.0,0.0,65.72,137.0,175.8
2019-08-16,0.2,0.0,66.37,138.0,176.9
2019-08-17,0.0,0.0,67.14,139.1,178.2
2019-08-18,0.0,0.0,67.68,140.0,179.2
2019-08-19,0.0,0.0,68.05,140.7,180.0
2019-08-20,0.0,0.0,68.39,141.4,180.8
2019-08-21,0.1,0.0,68.68,142.0,181.5
2019-08-22,0.8,0.0,68.38,141.9,181.4
2019-08-23,7.4,0.0,62.07,135.8,175.4
2019-08-24,0.8,0.0,62.6,136.6,176.3
2019-08-25,0.0,0.0,63.94,138.1,177.9
2019-08-26,0.0,0.0,65.13,139.6,179.4
2019-08-27,0.0,0.0,66.23,140.9,180.8
2019-08-28,2.9,0.0,64.51,139.4,179.4
2019-08-29,0.1,0.0,65.63,140.7,180.8
2019-08-30,0.0,0.0,66.67,142.0,182.1
2019-08-31,0.0,0.0,67.54,143.1,183.3
2019-09-01,0.0,0.0,68.19,143.9,184.2
2019-09-02,0.0,0.0,68.55,144.4,184.7
2019-09-03,1.5,0.0,67.68,143.7,184.1
2019-09-04,0.0,0.0,68.36,144.5,184.9
2019-09-05,0.0,0.0,68.98,145.3,185.8
2019-09-06,12.8,0.0,56.98,133.4,173.9
2019-09-07,0.1,0.0,58.14,134.7,175.2
2019-09-08,11.3,0.0,48.09,124.7,165.3
2019-09-09,0.2,0.0,49.67,126.4,167.0
2019-09-10,0.0,0.0,51.43,128.3,168.9
2019-09-11,0.0,0.0,53.03,129.9,170.6
2019-09-12,0.0,0.0,54.81,131.7,172.4
2019-09-13,0.0,0.0,56.56,133.4,174.1
2019-09-14,0.0,0.0,58.17,134.9,175.7
2019-09-15,0.0,0.0,59.63,136.3,177.1
2019-09-16,0.0,0.0,60.93,137.6,178.4
2019-09-17,0.0,0.0,62.05,138.7,179.6
2019-09-18,0.4,0.0,62.52,139.1,180.0
2019-09-19,4.2,0.0,59.0,135.6,176.5
2019-09-20,0.2,0.0,59.78,136.3,177.3
2019-09-21,0.0,0.0,60.84,137.4,178.4
2019-09-22,8.4,0.0,53.08,129.6,170.6
2019-09-23,2.7,0.0,51.05,127.5,168.5
2019-09-24,0.0,0.0,52.42,128.9,169.9
2019-09-25,0.4,0.0,53.24,129.7,170.8
2019-09-26,0.1,0.0,54.44,130.9,172.0
2019-09-27,0.0,0.0,55.72,132.1,173.2
2019-09-28,0.0,0.0,56.97,133.3,174.5
2019-09-29,0.0,0.0,58.18,134.5,175.6
2019-09-30,0.0,0.0,59.35,135.6,176.8
2019-10-01,0.0,0.0,60.32,136.5,177.7
2019-10-02,8.6,0.0,52.73,128.9,170.1
2019-10-03,7.0,0.0,46.79,122.9,164.1
2019-10-04,0.0,0.0,48.05,124.1,165.4
2019-10-05,0.0,0.0,49.33,125.4,166.6
2019-10-06,0.0,0.0,50.59,126.5,167.7
2019-10-07,8.8,0.0,42.89,118.5,159.8
2019-10-08,0.0,0.0,44.41,119.9,161.1
2019-10-09,0.0,0.0,46.07,121.2,162.5
2019-10-10,0.0,0.0,47.52,122.3,163.6
2019-10-11,0.0,0.0,48.9,123.3,164.6
2019-10-12,0.0,0.0,50.15,124.2,165.6
2019-10-13,0.0,0.0,51.39,125.2,166.6
2019-10-14,0.0,0.0,52.54,126.2,167.5
2019-10-15,4.9,0.0,48.92,122.4,163.8
2019-10-16,0.2,0.0,49.77,123.1,164.5
2019-10-17,0.0,0.0,50.95,124.2,165.5
2019-10-18,0.0,0.0,51.99,125.1,166.5
2019-10-19,0.0,0.0,53.1,126.1,167.5
2019-10-20,0.0,0.0,54.13,127.0,168.4
2019-10-21,0.0,0.0,55.2,128.0,169.4
2019-10-22,0.0,0.0,55.96,128.7,170.1
2019-10-23,0.0,0.0,56.75,129.4,170.9
2019-10-24,4.3,0.0,52.92,125.5,166.9
2019-10-25,0.2,0.0,53.42,125.9,167.4
2019-10-26,0.0,0.0,54.23,126.7,168.2
2019-10-27,0.0,0.0,55.11,127.6,169.1
2019-10-28,0.1,0.0,55.62,128.1,169.6
2019-10-29,0.0,0.0,56.13,128.5,170.0
2019-10-30,1.7,0.0,54.91,127.3,168.8
2019-10-31,4.5,0.0,50.73,123.0,164.5
2019-11-01,0.2,0.0,51.02,123.3,164.8
2019-11-02,2.0,0.0,49.38,121.6,163.1
